;processo;sentenca;similar_file;similar_init;similar_processo;similaridade
0;2016.001.021266-1;" 
ESTADO DO RIO DE JANEIRO
PODER JUDICIÁRIO
V Juizado Especial Cível da Comarca da Capital 
Processo n° 0176246-81.2016.8.19.001
Autor: REGINA LUCIA RABELLO  
Réu: OI MÓVEL S/A

PROJETO DE SENTENÇA

Dispensado o relatório, conforme possibilita o artigo 38 da Lei n. 9.099/95, passo a decidir.

Cuidam os autos de ação de conhecimento em que reclama a parte autora de defeito na prestação do serviço ofertado pela ré consistente no fato de alterar unilateralmente o contrato de prestação de serviços, o que, por hipótese culminou com a emissão de cobranças indevidas ao ponto de gerar ameaça de apontamento desabonador, além da suspensão dos serviços.

A parte ré foi citada e ofereceu contestação escrita, onde perseguiu a improcedência do pedido ao argumento de que não ocorreu defeito na prestação do serviço.
     
 A relação jurídica entre as partes é de consumo, já que estão presentes os requisitos subjetivos (consumidor e fornecedor - art. 2o c/c art. 17 e art. 3o da Lei 8.078/90) e objetivos (produto e serviço - §§ 1o e 2o do artigo 3o da mesma lei) de tal relação.

      O consumidor é vulnerável tecnicamente para produção efetiva da prova acerca dos fatos narrados na peça vestibular, no que concerne a suspensão dos serviços em decorrência de cobranças em dissonância com o plano contratado, visto que não detém o monopólio dos meios disponibilizados pela ré na prestação de seus serviços. Ademais, os documentos acostados aos autos à peça vestibular, bem como  os números de protocolos, conferem verossimilhança às alegações proferidas pelo consumidor, razão pela qual, inverte-se o ônus da prova ao teor do art. 6º,VIII do CDC. 





                     A responsabilidade civil da parte ré pelo fornecimento de serviço é objetiva (artigo 14 do Código de Defesa do Consumidor), assim, responde pelos danos causados à parte autora ainda que ausente sua culpa, arcando com os riscos de seu empreendimento, dos quais somente se exonera acaso comprove algumas das situações previstas no § 3º do art. 14, da Lei 8.078/90.

A ré não trouxe aos autos prova no sentido de que a alteração do valor do plano da autora tenha sido decorrente de acordo prévio e tampouco acostou aos autos o contrato firmado pela parte autora, de forma a demonstrar que as cobranças seriam legítimas. Desse modo, conclui-se que ocorreu o defeito na prestação do serviço em virtude da prática abusiva adotada pela ré.
 
Cabe notar que, a ré não se desincumbiu do ônus que lhe é imposto por lei, bem como não juntou qualquer documento capaz de elidir as alegações do consumidor hipossuficiente, ou excluir sua responsabilidade objetiva, por evidente defeito na prestação de serviço, em conformidade com o disposto no § 3º do art. 14, da Lei 8.078/90, ou mesmo, na forma do art. 373, II, do CPC.

   Com efeito, como o réu não prestou o serviço na forma contratada, deve ser acolhido o pleito de condenação do réu na obrigação de fazer consistente em se abster de incluir o nome da parte autora nos cadastros restritivos de crédito em virtude do débito debatido nesta demanda. 

O pedido de condenação do réu na obrigação de fazer consistente em manter a proposta aceita pelo autor deve ser analisado com cautela, visto que a parte autora não especificou de maneira detalhada a proposta que pretende ver o réu condenado. Contudo, como na narrativa dos fatos, há situação referente a informação passada pelo funcionário da ré no sentido de que o plano da autora incluiria os seguintes serviços Oi - Oi  Ilimitado,Oi - Fixo Oi  Ilimitado e Oi - Outra operadora  250 minutos de franquia pelo valor de R$ 49,00 (quarenta e nove reais), deve o referido ser interpretado no sentido de condenar o réu a ofertar o serviço nesta modalidade.
Oportuno destacar que, não cabe interpretar o pedido para ressarcir a parte autora do valor de R$ 170,00 (cento e setenta reais) e tampouco condenar o réu na emissão da conta de Janeiro retificada, uma vez que consta narrativa na petição inicial no sentido de que a conta de Fevereiro foi emitida com valor zerado sendo tal questão solucionada pela ré. Ademais, a parte autora não formulou pedido de restituição, não se podendo, portanto, presumir tal pleito sem a indicação expressa.


                O dano moral decorre in re ipsa da conduta sofrida, pois o comportamento da parte ré consistente no fato de efetuar cobrança indevida, interromper o serviço indevidamente frustrou às legítimas expectativas do consumidor.


Na mensuração do dano moral, deve o magistrado se orientar pelos critérios de razoabilidade e proporcionalidade, não se olvidando de observar que ocorreu a interrupção do serviço, motivo por que, fixo o dano imaterial no valor de R$ 2.500,00 (dois mil e quinhentos reais).


Posto isso, JULGO PARCIALMENTE PROCEDENTE O PEDIDO e extinta a fase de conhecimento com resolução do mérito na forma do art. 487, I do CPC, para: 1) condenar a parte ré a pagar a parte autora, a título de compensação por danos morais, a quantia de R$ 2.500,00  (dois mil e quinhentos reais), corrigida monetariamente desde a presente e acrescida de juros legais de 1% ao mês a partir da citação; 2) condenar o réu na obrigação de fazer consistente em manter o plano vinculado a linha da autora nos seguintes termos:  Oi - Oi  Ilimitado,Oi - Fixo Oi  Ilimitado e Oi - Outra operadora  250 minutos de franquia pelo valor de R$ 49,00 (quarenta e nove reais), obrigação essa que incidirá a partir da intimação pessoal do réu para o cumprimento, sob pena de multa de perda do crédito de cada fatura enviada em desconformidade; 3) condenar o réu na obrigação de fazer consistente em se abster de incluir o nome e cpf da autora nos cadastros restritivos de crédito, a partir da publicação da sentença, sob pena de multa única no valor de R$ 4.000,00 (quatro mil reais) em hipótese de inclusão, ficando ressalvada também a possibilidade de aplicação do enunciado de súmula 144 do TJRJ.


O réu deverá efetuar o pagamento dos valores da condenação no prazo de 15 (quinze) dias do trânsito em julgado da sentença, sob pena de incidência da multa de 10% (dez por cento) sobre o valor da condenação prevista no artigo 523, parágrafo primeiro, do Código de Processo Civil. 

Sem ônus sucumbenciais, face o disposto no artigo 55, da Lei nº 9.099/95. Após o trânsito em julgado, dê-se baixa e arquivem-se. P.R.I. 

Projeto de sentença sujeito à homologação pela MM. Juiz de Direito, com base no art. 40, da Lei 9.099/95. 


Rio de Janeiro, 25 de Agosto de 2016.

Everardo Mendes de Araújo
Juiz Leigo";0004AFDDCD719B3275332C8E13354817D146C5051F014B43;000455E47BA575A9243B9A04AA5515130266C5045A181111;2016.001.151754-6;0.7909359931945801
1;2016.001.021266-1;"Homologo, por sentença, para que surta seus efeitos legais, o projeto de sentença elaborado pelo juiz leigo, na forma do artigo 40 da Lei nº 9.099/95. 

Em caso de depósito judicial referente à condenação, expeça-se mandado de pagamento, independentemente de nova conclusão. 

Caso haja valor remanescente a ser recebido, manifeste-se o credor em 7 dias, sob pena de arquivamento dos autos. Após o trânsito em julgado, tratando-se de sentença de improcedência ou de extinção do feito sem resolução do mérito, dê-se baixa e arquivem-se imediatamente. 

Tratando-se de sentença de procedência, após o trânsito em julgado e o decurso do prazo de 15 dias para pagamento espontâneo do valor da condenação previsto no art. 523 do NCPC c/c o entendimento consolidado no enunciado nº 13.9.1 do Aviso nº 23/2008 do TJERJ, aguarde-se por mais 7 dias a manifestação das partes e, em seguida, caso permaneçam em silêncio, proceda-se a baixa e ao arquivamento. 

FICAM AS PARTES CIENTES DE QUE A NOVA SISTEMÁTICA DE CONTAGEM DE PRAZO ESTABELECIDO NO ART. 219 DO NCPC/2015 NÃO SE APLICA AOS JUIZADOS ESPECIAIS CÍVEIS, CONSOANTE NOTA TÉCNICA 01/2016 DO FONAJE DE 04/03/2016 C/C A PRIMEIRA PARTE DO ENUNCIADO 86 TAMBÉM DO FONAJE, COMPUTANDO-SE OS PRAZOS EM DIAS CORRIDOS, ASSIM PROCEDENDO COM A FINALIDADE PRECÍPUA DE SE ALCANÇAR A BOA GESTÃO CARTORÁRIA COM FUNDAMENTO NO PRINCÍPIO DA CELERIDADE QUE REGE A LEI 9.099/95.";0004AFDDCD719B3275332C8E13354817D146C5051F014B43;000455E47BA575A9243B9A04AA5515130266C5045A181111;2016.001.151754-6;0.7909359931945801
2;2016.001.021266-1;"HOMOLOGO, por sentença, para que produza seus efeitos legais, o ACORDO ajustado pelas partes e, em consequência, JULGO EXTINTO O PROCESSO com resolução do mérito, nos termos do art. 487, inciso III, alínea b, do Código de Processo Civil. Sem Custas. Registre-se. Dê-se baixa e arquivem-se os autos.
Defiro desde já, se for o caso, independente de nova conclusão e havendo quitação da parte Autora, a expedição de mandado de pagamento. 
Cientes as partes de que, decorridos 90 dias da data do arquivamento definitivo, os autos processuais (físicos) serão eliminados, nos termos do artigo 1°, do Ato Normativo Conjunto n° 01/2005. PRI.";00047E94EC932108BF50FC3EB580A0403BA8C5051F010C40;000496811FC7BB179610C647395F114516DDC50503324241;2016.208.010312-3;0.7891789674758911
3;2016.001.021266-1;"
ESTADO DO RIO DE JANEIRO
PODER JUDICIÁRIO
V JUIZADO ESPECIAL CÍVEL DA COMARCA DA CAPITAL 

Processo n°:  0156114-03.2016.8.19.0001
Autor: OLIMPIO MARCELO SOLEDADE DE SOUZA
Réu: TELEMAR 
PROJETO DE SENTENÇA

Dispensado o relatório na forma do art. 38 da Lei 9.099/95.
Trata-se de ação em que o autor alega ter solicitado junto a reclamada, em janeiro de 2016, o cancelamento do plano, ficando com a conta fixa residencial. Narra o demandante, ter realizado o pagamento em duplicidade de uma conta de telefone, não tendo obtido êxito no ressarcimento do valor, acarretando relevantes transtornos.
Pelo que, objetiva: o ressarcimento do valor de R$ 114,41; bem como, a compensação por danos morais, no valor de 20 salários mínimos.

A parte ré foi citada e ofereceu defesa sob a forma escrita, onde pugna pela improcedência dos pedidos, ao argumento de que a cobrança foi decorrente de ato praticado no exercício regular do direito.
Assim, presentes as condições para o regular exercício do direito de ação, bem como, os demais pressupostos da ação, passo a enfrentar o mérito.

A relação jurídica entre as partes é de consumo, já que estão presentes os requisitos subjetivos (consumidor e fornecedor, art. 2o c/c art. 17 e art. 3o da Lei 8.078/90) e objetivos (produto e serviço, §§ 1o e 2o do artigo 3o da mesma lei) de tal relação, impondo-se à demanda sob exame os preceitos do Código de Defesa do Consumidor.

Contudo, verifica-se que a parte autora não logrou êxito em comprovar os fatos constitutivos de seu direito, ônus que lhe cabia, a teor do art. 373, I do CPC, eis que, não produziu prova nos autos dos fatos alegados, de modo a demonstrar que tenha havido falha na prestação dos serviços sob exame, não tendo juntado nenhum documento comprovando ter realizado o pagamento em duplicidade de sua conta de telefone.

Vale dizer ainda que, a parte autora não informou nenhum número de protocolo de forma a provar ter entrado em contato com a reclamada a fim de tentar solucionar o problema.


Cumpre dizer, que o instituto da inversão do ônus da prova, previsto no art. 6º, VIII do Código de Defesa do Consumidor, não isenta a parte autora de comprovar os elementos básicos de sua postulação.

Portanto, tendo em vista a ausência de prova relativa aos fatos constitutivos do direito da autora, os pedidos elencados na exordial, merecem improcedência, eis que, não há prova nos autos de que a ré tenha adotado conduta ilícita em relação a parte autora.
Assim é que, levando-se em conta a não comprovação da responsabilidade do réu sobre o alegado dano, as alegações deduzidas na exordial não merecem prosperar. 
Pelo exposto, JULGO IMPROCEDENTES OS PEDIDOS e dou pela extinção do processo com resolução do mérito, na forma do artigo 487, I, do Código de Processo Civil.

Sem ônus de sucumbência em razão do disposto no artigo 55 da Lei nº 9.099/95.

Projeto de sentença sujeito à homologação pela MM. Juíza de Direito, com base no art. 40 da Lei nº 9099/95.

Rio de Janeiro, 15 de julho de 2016.


GUILHERME DE OLIVEIRA PIMENTEL
JUIZ LEIGO";00040AAE92BD113422655C966A7C63E641FEC505182B4455;0004B252B0B8828689F72AA117C883D4086FC504542F5454;2016.001.134327-1;0.7872448563575745
4;2016.001.021266-1;"Homologo, por sentença, para que surta seus efeitos legais, o projeto de sentença elaborado pelo juiz leigo, na forma do artigo 40 da Lei nº 9.099/95. 

Em caso de depósito judicial referente à condenação, expeça-se mandado de pagamento, independentemente de nova conclusão. 

Caso haja valor remanescente a ser recebido, manifeste-se o credor em 7 dias, sob pena de arquivamento dos autos. Após o trânsito em julgado, tratando-se de sentença de improcedência ou de extinção do feito sem resolução do mérito, dê-se baixa e arquivem-se imediatamente. 

Tratando-se de sentença de procedência, após o trânsito em julgado e o decurso do prazo de 15 dias para pagamento espontâneo do valor da condenação previsto no art. 523 do NCPC c/c o entendimento consolidado no enunciado nº 13.9.1 do Aviso nº 23/2008 do TJERJ, aguarde-se por mais 7 dias a manifestação das partes e, em seguida, caso permaneçam em silêncio, proceda-se a baixa e ao arquivamento. 

FICAM AS PARTES CIENTES DE QUE A NOVA SISTEMÁTICA DE CONTAGEM DE PRAZO ESTABELECIDO NO ART. 219 DO NCPC/2015 NÃO SE APLICA AOS JUIZADOS ESPECIAIS CÍVEIS, CONSOANTE NOTA TÉCNICA 01/2016 DO FONAJE DE 04/03/2016 C/C A PRIMEIRA PARTE DO ENUNCIADO 86 TAMBÉM DO FONAJE, COMPUTANDO-SE OS PRAZOS EM DIAS CORRIDOS, ASSIM PROCEDENDO COM A FINALIDADE PRECÍPUA DE SE ALCANÇAR A BOA GESTÃO CARTORÁRIA COM FUNDAMENTO NO PRINCÍPIO DA CELERIDADE QUE REGE A LEI 9.099/95.";00040AAE92BD113422655C966A7C63E641FEC505182B4455;0004B252B0B8828689F72AA117C883D4086FC504542F5454;2016.001.134327-1;0.7872448563575745
5;2016.001.021266-1;"
ESTADO DO RIO DE JANEIRO
PODER JUDICIÁRIO
V Juizado Especial Cível da Comarca da Capital 
Processo n° 0019154-40.2016.8.19.001
Autor: SELMA WEINSTEIN BITTENCOURT DE OLIVEIRA  
Réu: OI MÓVEL S/A
PROJETO DE SENTENÇA

Dispensado o relatório, conforme possibilita o artigo 38 da Lei n. 9.099/95, passo a decidir.

Cuidam os autos de ação de conhecimento em que reclama a parte autora de defeito na prestação do serviço ofertado pela ré consistente no fato de ter incluído o seu nome nos cadastros restritivos de crédito por um débito oriundo de contrato já rescindido judicialmente.
 
A parte ré foi citada e ofereceu contestação escrita, onde perseguiu a improcedência do pedido ao argumento de que não ocorreu defeito na prestação do serviço.
     
 A relação jurídica entre as partes é de consumo, já que estão presentes os requisitos subjetivos (consumidor e fornecedor ¿ art. 2o c/c art. 17 e art. 3o da Lei 8.078/90) e objetivos (produto e serviço ¿ §§ 1o e 2o do artigo 3o da mesma lei) de tal relação.

      Os documentos acostados aos autos a inicial conferem verossimilhança às alegações proferidas pelo consumidor, no que concerne a decretação da rescisão do contrato judicialmente com a ré, bem como o envio de cobrança posterior, razão pela qual, inverte-se o ônus da prova ao teor do art. 6º,VIII do CDC. 


                     A responsabilidade civil da parte ré pelo fornecimento de serviço é objetiva (artigo 14 do Código de Defesa do Consumidor), assim, responde pelos danos causados à parte autora ainda que ausente sua culpa, arcando com os riscos de seu empreendimento, dos quais somente se exonera acaso comprove algumas das situações previstas no § 3º do art. 14, da Lei 8.078/90.

A ré não trouxe aos autos prova da legitimidade do débito imputado a autora e tampouco o justificou, de forma que deve-se concluir pela sua flagrante inexistência.
 
Cabe notar que, a ré não se desincumbiu do ônus que lhe é imposto por lei, bem como não juntou qualquer documento capaz de elidir as alegações do consumidor hipossuficiente, ou excluir sua responsabilidade objetiva, por evidente defeito na prestação de serviço, em conformidade com o disposto no § 3º do art. 14, da Lei 8.078/90, ou mesmo, na forma do art. 373, II, do CPC.

   Com efeito, como o réu não comprovou a legitimidade do débito deve ser declarada a sua inexistência, bem como deve ser interpretado o pedido de exclusão de apontamento desabonador como de abstenção de inclusão, já que embora o réu tenha ameaçado incluir o nome da autora, esta não comprovou efetivamente tal ato, não obstante oportunidade concedida pelo Juízo neste sentido.

  O pedido de restituição da quantia cobrada não deve ser atendido, visto que a autora não comprovou ter efetuado o pagamento.

                O dano moral decorre in re ipsa da conduta sofrida, pois o comportamento da parte ré consistente na cobrança indevida seguida de ameaça de apontamento desabonador frustrou às legítimas expectativas do consumidor.


Na mensuração do dano moral, deve o magistrado se orientar pelos critérios de razoabilidade e proporcionalidade, não se olvidando de observar gravidade maior no evento, motivo por que, fixo o dano imaterial no valor de R$ 2.000,00 (dois mil reais).


Posto isso, JULGO PARCIALMENTE PROCEDENTE O PEDIDO e extinta a fase de conhecimento com resolução do mérito na forma do art. 487, I do CPC, para: 1) condenar a parte ré a pagar a parte autora, a título de compensação por danos morais, a quantia de R$ 2.000,00  (dois mil reais), corrigida monetariamente desde a presente e acrescida de juros legais de 1% ao mês a partir da citação; 2) Declarar a inexistência de todo e qualquer débito em nome e CPF da autora junto ao réu; 3) condenar o réu na obrigação de se abster de incluir o nome da autora nos cadastros restritivos de crédito, a partir da publicação da sentença, sob pena de multa única no valor de R$ 4.000,00  (quatro mil reais) em hipótese de descumprimento, sem prejuízo de aplicação do enunciado de súmula 144 do TJRJ.


O réu deverá efetuar o pagamento dos valores da condenação no prazo de 15 (quinze) dias do trânsito em julgado da sentença, sob pena de incidência da multa de 10% (dez por cento) sobre o valor da condenação prevista no artigo 523, parágrafo primeiro, do Código de Processo Civil. 

Sem ônus sucumbenciais, face o disposto no artigo 55, da Lei nº 9.099/95. Após o trânsito em julgado, dê-se baixa e arquivem-se. P.R.I. 

Projeto de sentença sujeito à homologação pela MM. Juiz de Direito, com base no art. 40, da Lei 9.099/95. 

Rio de Janeiro, 08 de Setembro de 2016.

Everardo Mendes de Araújo
Juiz Leigo";00047E4C6B9B8E191AEF2723E87C56D9641BC505015E1F60;0004D689869786821E3EEFFFA17575C92243C5044944433B;2016.001.014919-7;0.7855424880981445
6;2016.001.021266-1;"Homologo, por sentença, para que surta seus efeitos legais, o projeto de sentença elaborado pelo juiz leigo, na forma do artigo 40 da Lei nº 9.099/95. 

Em caso de depósito judicial referente à condenação, expeça-se mandado de pagamento, independentemente de nova conclusão. 

Caso haja valor remanescente a ser recebido, manifeste-se o credor em 7 dias, sob pena de arquivamento dos autos. Após o trânsito em julgado, tratando-se de sentença de improcedência ou de extinção do feito sem resolução do mérito, dê-se baixa e arquivem-se imediatamente. 

Tratando-se de sentença de procedência, após o trânsito em julgado e o decurso do prazo de 15 dias para pagamento espontâneo do valor da condenação previsto no art. 523 do NCPC c/c o entendimento consolidado no enunciado nº 13.9.1 do Aviso nº 23/2008 do TJERJ, aguarde-se por mais 7 dias a manifestação das partes e, em seguida, caso permaneçam em silêncio, proceda-se a baixa e ao arquivamento. 

FICAM AS PARTES CIENTES DE QUE A NOVA SISTEMÁTICA DE CONTAGEM DE PRAZO ESTABELECIDO NO ART. 219 DO NCPC/2015 NÃO SE APLICA AOS JUIZADOS ESPECIAIS CÍVEIS, CONSOANTE NOTA TÉCNICA 01/2016 DO FONAJE DE 04/03/2016 C/C A PRIMEIRA PARTE DO ENUNCIADO 86 TAMBÉM DO FONAJE, COMPUTANDO-SE OS PRAZOS EM DIAS CORRIDOS, ASSIM PROCEDENDO COM A FINALIDADE PRECÍPUA DE SE ALCANÇAR A BOA GESTÃO CARTORÁRIA COM FUNDAMENTO NO PRINCÍPIO DA CELERIDADE QUE REGE A LEI 9.099/95.";00047E4C6B9B8E191AEF2723E87C56D9641BC505015E1F60;0004D689869786821E3EEFFFA17575C92243C5044944433B;2016.001.014919-7;0.7855424880981445
7;2016.001.021266-1;"
Cuida-se de ação sob o rito sumaríssimo, com pedido de antecipação de tutela, por meio do qual busca a parte demandante a condenação da ré na obrigação de fazer consistente na regularização do serviço e ao pagamento de indenização pelos danos morais.
Como causa de pedir, alega o demandante, em resumo, que é cliente da empresa ré sob o nº de telefone 21 3323-4678. Que o telefone foi bloqueado para ligações interurbanas sem qualquer motivo ou solicitação. Narra que desde janeiro tenta resolver o problema junto à empresa Ré, restando infrutífera seus esforços, pois, desde janeiro está sem o devido serviço.
A ré, em contestação não impugnou objetivamente os fatos narrados pela autora, se limitando a alegar que a pretensão é indenizatória afastando a ocorrencia de qualquer dano moral a ser indenizado.
Embora dispensado pela norma do artigo 38 da Lei 9.099/95, é o breve relatório, DECIDO.
 Convém frisar que a relação estabelecida entre as partes é de consumo, porquanto presentes os requisitos subjetivos (arts. 2º, caput, e 3º, caput, da Lei nº 8.078/90) e objetivo (art. 3º, § 2º, da Lei n.º 8.078/90) que a caracterizam. Defiro, assim, a inversão do ônus da prova.
A ré não impugna os fatos narrados na inicial com relação ao bloqueio para ligaçoes interurbanas, tampouco apresenta qualquer documento que comprove o contrario como, por exemplo, alguma chamada interurbana no detalhamento de consumo da autora, ou visita do técnico para testar o serviço. Sendo assim, concluo que a autora está de boa-fé e é verídica a narrativa contida na inicial evidenciando falha na prestação do serviço.
É inegável que os contratempos experimentados pela autora para proceder a reativação do serviço, bem como a conduta da ré lhe provocaram disturbios que superam os meros dissabores da vida cotidiana, mesmo porque permaneceu sem um serviço essencial por meses sem qualquer justificativa. Concluo, assim ter havido violação à sua personalidade. 
Levando-se em conta a extensão do dano, a reprovação da conduta da ré e a capacidade econômica das partes, concluo que se revela razoável o arbitramento da compensação por danos imateriais em R$ 2.000,00 (dois mil reais).
Pelo exposto, JULGO PARCIALMENTE PROCEDENTES OS PEDIDOS veiculados na inicial para CONDENAR A RÉ a reestabelecer o serviço de ligação interurbana na linha da autora (21 33234678) em 15 dias sob pena de multa por descumprimento a ser fixada em execução; bem como a pagar a autora a quantia de R$ 2.000,00 (dois mil reais) a título de compensação por danos morais, acrescida de juros de 1% ao mês e correção monetária segundo os índices fornecidos pela CGJ/TJ, ambos desde a data da publicação da sentença.
Sem custas e honorários, por força do disposto no artigo 55 da Lei Especial.

Rio de Janeiro, 23 de agosto de 2016
JULIANA CORREIA GOMES
JUÍZA LEIGA

Submeto o projeto de sentença à homologação da Dra. Juíza de Direito, na forma do art. 40 da Lei 9.099/95.";00043F1630B2C263AC848684825F0B418354C50520071A1C;0004D426DF61DF222B3FE0C28D90D61C2538C504522A2C0C;2016.001.127530-7;0.7837398052215576
8;2016.001.021266-1;"Homologo, por sentença, para que surta seus efeitos legais, o projeto de sentença elaborado pelo juiz leigo, na forma do artigo 40 da Lei nº 9.099/95.  

Em caso de depósito judicial referente à condenação, expeça-se mandado de pagamento, independente de nova conclusão, cumprindo à parte ré, quando do pagamento, apresentar planilha discriminada do valor da condenação.  

Caso haja valor remanescente a ser recebido, manifeste-se o credor em 7 dias, sob pena de arquivamento dos autos. Após o trânsito em julgado, tratando-se de sentença de improcedência ou de extinção do feito sem resolução do mérito, dê-se baixa e arquivem-se imediatamente.  

Tratando-se de sentença de procedência, após o trânsito em julgado e o decurso do prazo de 15 dias para pagamento espontâneo do valor da condenação previsto no art. 523 do NCPC c/c o entendimento consolidado no enunciado nº 13.9.1 do Aviso nº 23/2008 do TJERJ, aguarde-se por mais 7 dias a manifestação das partes e, em seguida, caso permaneçam em silêncio, proceda-se a baixa e ao arquivamento.  

FICAM AS PARTES CIENTES DE QUE A NOVA SISTEMÁTICA DE CONTAGEM DE PRAZO ESTABELECIDO NO ART. 219 DO NCPC/2015 NÃO SE APLICA AOS JUIZADOS ESPECIAIS CÍVEIS, CONSOANTE NOTA TÉCNICA 01/2016 DO FONAJE DE 04/03/2016, COMPUTANDO-SE OS PRAZOS EM DIAS CORRIDOS, ASSIM PROCEDENDO COM A FINALIDADE PRECÍPUA DE SE ALCANÇAR A BOA GESTÃO CARTORÁRIA COM FUNDAMENTO NO PRINCÍPIO DA CELERIDADE QUE REGE A LEI 9.099/95.   

Cumpridas as formalidades legais, dê-se baixa e arquivem-se os autos.";00043F1630B2C263AC848684825F0B418354C50520071A1C;0004D426DF61DF222B3FE0C28D90D61C2538C504522A2C0C;2016.001.127530-7;0.7837398052215576
9;2016.001.021266-1;"ESTADO DO RIO DE JANEIRO
PODER JUDICIÁRIO
VI Juizado Especial Cível da Comarca da Capital - RJ

Processo nº: 0147988-61.2016.8.19.0001
Autor: MIGUEL MARCOS NUNES DE LIMA
Réu: TELEMAR NORTE LESTE S.A.

PROJETO DE SENTENÇA

Cuida-se de ação sob o rito sumaríssimo por meio da qual busca a parte demandante a condenação da ré ao cumprimento de obrigação de fazer, a fim de que as faturas relativas ao serviço contratado com a ré sejam enviadas ao seu endereço de residência. Pede, ainda, a condenação da ré ao pagamento de indenização por danos morais. 
Como causa de pedir, alega o demandante, em resumo, que desde setembro de 2015 a ré deixou de enviar à sua residência faturas pelo serviço contratado, oq eu lhe obriga, mês a mês, a obter segunda via através da internet. Conforme narrado, foram várias reclamações administrativas realizadas, jamais atendidas. Em razão do não envio das faturas, por vezes houve pagamento em atraso, o que lhe gerou encargos financeiros.
A ré, em contestação, afirma que a pretensão autoral possui finalidade meramente indenizatória e que não há dano moral a ser indenizado.
Embora dispensado pela norma do artigo 38 da Lei 9.099/95, é o breve relatório, DECIDO.
Inicialmente, convém frisar que a relação estabelecida entre as partes é de consumo, porquanto presentes os requisitos subjetivos (arts. 2º, caput, e 3º, caput, da Lei nº 8.078/90) e objetivo (art. 3º, § 2º, da Lei n.º 8.078/90) que a caracterizam.
Portanto, é ônus do fornecedor demonstrar os fatos extintivos ou modificativos do direito do consumidor. Assim sendo, defiro a inversão do ônus da prova.
A ré, apesar de afirmar que a pretensão autoral possui finalidade meramente indenizatória, não produziu qualquer prova visando a provar o correto cumprimento das obrigações objeto da lide, tendo juntado à sua defesa telas retiradas do seu sistema que em nada contribuem para o julgamento da presente demanda.
Em razão do ônus probatório que recai sobre si e da impossibilidade de o autor produzir prova negativa (consistente no não envio das faturas), forçoso reconhecer a sua falha na prestação do serviço.
Sendo assim, condeno a ré ao cumprimento da obrigação de fazer pleiteada.
No mais, entendo que o caso revela a existência de um dano moral indenizável.
A falha reiterada da ré certamente causou ao autor contratempos inesperados e injustificados que em muito superam aqueles típicos dissabores do cotidiano, notadamente por conta das diversas reclamações administrativas realizadas, comprovadas mediante números de protocolos, que sequer chegam a ser impugnados pela ré.
Presumível, portanto, que o autor teve violado direitos personalíssimos seus, decorrentes, notadamente, da sensação de diminuição e impotência frente ao tratamento negligente dispensado, não se podendo admitir que a ré não tenha atendido em âmbito administrativa prestação tão simples de ser cumprida.
 		Levando em consideração, portanto, a extensão do dano sofrido pelo autor e a reprovação da conduta da ré, fixo a indenização a ser paga em R$ 3.000,00 (três mil reais), quantia, todavia, ligeiramente inferior à pedida na inicial.
		Pelo exposto, JULGO PARCIALMENTE PROCEDENTES OS PEDIDOS veiculados na inicial, condenando a ré ao cumprimento da obrigação de fazer pedida, consistente no envio de faturas relacionadas ao serviço prestado ao endereço de residência do autor, situado na Rua Canning, nº 31, Ipanema, Rio de Janeiro-RJ, CEP: 22081-040, obrigação que deverá ser observada na primeira conta vencida após a publicação desta sentença, sob pena de renúncia aos créditos constituídos a partir de então. 
		Condeno a ré, por fim, a pagar ao autor a quantia de R$ 3.000,00 (três mil reais) a título de compensação por danos morais, acrescida de juros de 1% ao mês e correção monetária segundo os índices fornecidos pela CGJ/TJ, ambos desde a data da publicação da sentença.
Sem custas e honorários, por força do disposto no artigo 55 da Lei Especial.
P.R.I.

Rio de Janeiro, 25 de julho de 2016

RENATO PERROTTA
JUIZ LEIGO


 		Submeto o projeto de sentença à homologação do Dr. Juiz de Direito, na forma do art. 40 da Lei 9.099/95.";000454303A7E46CF3D2A2C1AABFE468B5DCEC50520070216;0004AA4122C9EFD4D81D8B6990D1969CB055C50457571905;2016.001.127016-4;0.7835346460342407
